2026-03-19 11:48:09,625 | CRITICAL | __main__ — GEMINI_API_KEY is not set. Exiting.
2026-03-19 11:48:51,855 | INFO     | __main__ — Starting Telegram Reminder Bot…
2026-03-19 11:56:17,947 | INFO     | __main__ — Starting Telegram Reminder Bot…
2026-03-19 11:56:21,757 | INFO     | __main__ — Running startup tasks…
2026-03-19 11:56:21,822 | INFO     | database — Database initialized successfully.
2026-03-19 11:56:21,823 | INFO     | scheduler — APScheduler started.
2026-03-19 11:56:21,825 | INFO     | scheduler — Loading 0 active task(s) into scheduler.
2026-03-19 11:56:21,826 | INFO     | __main__ — Bot is ready.
2026-03-19 11:56:22,074 | INFO     | telegram.ext.Application — Application started
2026-03-19 12:02:58,379 | INFO     | google_genai.models — AFC is enabled with max remote calls: 10.
2026-03-19 12:02:59,441 | ERROR    | ai_parser — Gemini API error: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash\nPlease retry in 609.60438ms.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}}, {'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}}, {'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_input_token_count', 'quotaId': 'GenerateContentInputTokensPerModelPerMinute-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '0s'}]}}
2026-03-19 12:03:19,356 | INFO     | google_genai.models — AFC is enabled with max remote calls: 10.
